AFG,1.1458955839597793
ALB,2.6447137513720085
DZA,2.3883432467763894
AGO,2.1440605711231977
ARG,2.7171517724322447
ARM,2.4200015783904187
AUS,3.2770900372641423
AUT,3.2636287133459074
AZE,2.607018586807958
BGD,2.5848248086322156
BLR,2.7171218099070042
BEL,3.1214796290785465
BEN,1.8532823856056786
BOL,2.4847225283401473
BIH,2.33575971707776
BWA,2.3788551856548574
BRA,2.6534746162923666
BGR,2.0905473086316246
BFA,1.6057497383427362
BDI,2.2596928096082864
KHM,2.221326329858471
CMR,2.426700227004898
CAN,2.973537074191852
CAF,2.049612038776013
TCD,2.370873175948111
CHL,2.8089501342491765
CHN,2.735268132229724
COL,2.353916460404231
COG,1.7855677301502322
CRI,2.7470521765905995
CIV,1.868061859191778
HRV,2.7429322039151773
CUB,2.831370677555286
CZE,2.9208880395284456
COD,1.7335715382911712
DNK,3.304176350655407
DOM,2.55686527285498
ECU,2.658169834752561
EGY,2.451494192353349
SLV,2.529750177622426
ERI,2.2329597742796343
ETH,1.4912671988190216
FIN,2.9346877922212977
FRA,3.029212879827325
GMB,1.8195438360676868
GEO,2.6485056105878266
DEU,3.2285058871664756
GHA,2.375981018308897
GRC,2.638274863187214
GTM,2.1900864504564987
GIN,1.8260158788964735
HTI,2.112674494596103
HND,2.5424749289666644
HKG,3.1368476364756908
HUN,2.864256179665559
IND,1.671939580173038
IDN,2.461880472863846
IRN,2.413264313837556
IRQ,1.6550238793065795
IRL,3.0514330710570245
ISR,2.623544771494723
ITA,3.0225408681860193
JAM,2.5752927731367654
JPN,2.971696785102848
JOR,2.4687126440211373
KAZ,2.6113000651201084
KEN,1.9053843638614871
KWT,3.060828994775675
KGZ,2.4841397222682273
LAO,2.5219625418086498
LVA,2.666428959598112
LBN,2.485191705852473
LSO,2.269826078642632
LBR,1.339604447836525
LBY,2.3510276190689083
LTU,2.6914730271034384
MKD,2.3574125806256356
MDG,2.123764370496432
MWI,1.8704672453831042
MYS,2.6663129610145377
MLI,1.7305491258613308
MRT,2.032649800566255
MEX,2.7295167329815793
MDA,2.632349631522022
MNG,2.4610339859066825
MAR,2.1766321457476243
MOZ,2.343937571780123
MMR,1.5206721491018795
NAM,2.063019817633814
NPL,2.151610196419984
NLD,3.1937756669475754
NZL,3.019479180505421
NIC,1.8412146281771449
NER,2.1308109079956576
NGA,2.247069927013915
PRK,2.4428328198806097
NOR,3.5093852054793118
OMN,2.7424576277444395
PAK,1.9636069599538486
PSE,2.392048022105259
PAN,2.6139800538385596
PNG,2.690230206999641
PRY,2.630826440137107
PER,2.289181660719735
PHL,2.077235935221544
POL,2.5927049036788326
PRT,2.639538646501363
PRI,2.9376666820641084
QAT,3.800816162446006
ROU,2.820477676513138
RUS,2.513614508138084
RWA,2.3778085439643792
SAU,2.4639187981947095
SEN,2.2367306768894823
SRB,2.4682466757203283
SLE,2.6291427553791697
SGP,3.2282426602092524
SVK,2.8340656160609736
SVN,2.5331000200453317
SOM,1.771351023658586
ZAF,2.2829312548701264
KOR,2.9850785400903885
SSD,2.51863213388953
ESP,2.747359303382334
LKA,2.051968421604125
SDN,1.8628729467209475
SWE,2.923533517770971
CHE,3.37348214797984
SYR,2.0853796324407323
TWN,2.68572079059905
TJK,2.683812546798997
TZA,1.964263118928213
THA,2.0826497221539695
TGO,1.942916935942324
TUN,2.5951820185022427
TUR,2.4501109986687517
TKM,2.3810941103021994
UGA,1.5744626694660617
UKR,2.6306060904842172
ARE,3.1692700164902488
GBR,3.041447902619531
USA,3.0700909002135854
URY,2.7957803769267917
UZB,2.6303236080931667
VEN,2.7067084050185586
VNM,2.4471702534771294
YEM,1.8079782209530473
ZMB,1.789508124427507
ZWE,1.5079273202040222
