ConflictId,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,Year,IntensityLevel,CumulativeIntensity,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version
1-112,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1985,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1986,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1987,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1988,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","1010, 1011",,2,,1989,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","1010, 1011",,2,,1990,2,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,1991,2,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,1992,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,1993,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,1994,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,1995,1,1,3,1946-07-31,4,1969-09-30,4,1,1995-11-29,1,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,1997,1,1,3,1946-07-31,4,1997-11-23,1,1,1997-12-30,3,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,1999,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1989,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"MILF, MNLF","1118, 1117",,1,Mindanao,1990,1,1,3,1970-08-20,1,1970-08-20,1,1,1990-08-02,1,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, MNLF","1119, 1117",,1,Mindanao,1993,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, MILF","1119, 1118",,1,Mindanao,1994,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,1995,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, MILF","1119, 1118",,1,Mindanao,1996,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, MILF","1119, 1118",,1,Mindanao,1997,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, MILF","1119, 1118",,1,Mindanao,1998,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,1999,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2000,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2001,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2002,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2003,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2004,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2005,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2006,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2007,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2008,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2009,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2010,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2011,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2012,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2013,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2014,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-10,Philippines,Government of Philippines,,CPP,1010,,2,,2015,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, MILF","1119, 1118",,1,Mindanao,2000,2,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, MILF, MNLF - NM","1119, 1118, 1120",,1,Mindanao,2001,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, MILF","1119, 1118",,1,Mindanao,2002,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, MILF","1119, 1118",,1,Mindanao,2003,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, MILF","1119, 1118",,1,Mindanao,2004,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, MILF, MNLF - NM","1119, 1118, 1120",,1,Mindanao,2005,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,2006,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, MILF, MNLF - HM","1119, 1118, 1121",,1,Mindanao,2007,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,2008,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, MILF","1119, 1118",,1,Mindanao,2009,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,2010,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, MILF","1119, 1118",,1,Mindanao,2011,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, BIFM","1119, 2031",,1,Mindanao,2012,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, BIFM, MNLF - NM","1119, 2031, 1120",,1,Mindanao,2013,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, BIFM","1119, 2031",,1,Mindanao,2014,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-112,Philippines,Government of Philippines,,"ASG, BIFM, MILF","1119, 2031, 1118",,1,Mindanao,2015,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2016
1-175,Rumania,Government of Rumania,,"Military faction (forces of Nicolae Ceausescu), NSF","6137, 1172",,2,,1989,1,0,3,1989-12-17,2,1989-12-22,2,1,1989-12-29,1,360,,,,360,1,4.0-2016
1-11,Russia (Soviet Union),Government of Russia (Soviet Union),,Forest Brothers,1012,,1,Estonia,1946,1,1,3,1944-12-31,6,1946-12-31,5,0,,,365,,,,365,1,4.0-2016
1-11,Russia (Soviet Union),Government of Russia (Soviet Union),,Forest Brothers,1012,,1,Estonia,1947,1,1,3,1944-12-31,6,1946-12-31,5,0,,,365,,,,365,1,4.0-2016
1-11,Russia (Soviet Union),Government of Russia (Soviet Union),,Forest Brothers,1012,,1,Estonia,1948,1,1,3,1944-12-31,6,1946-12-31,5,1,1948-12-31,5,365,,,,365,1,4.0-2016
1-12,Russia (Soviet Union),Government of Russia (Soviet Union),,"LNPA, LTS(p)A","1013, 1014",,1,Latvia,1946,1,0,3,1945-12-31,6,1946-12-31,5,1,1946-12-31,5,365,,,,365,1,4.0-2016
1-13,Russia (Soviet Union),Government of Russia (Soviet Union),,BDPS,1015,,1,Lithuania,1946,2,1,3,1946-06-30,4,1946-06-30,4,0,,,365,,,,365,1,4.0-2016
1-13,Russia (Soviet Union),Government of Russia (Soviet Union),,BDPS,1015,,1,Lithuania,1947,2,1,3,1946-06-30,4,1946-06-30,4,0,,,365,,,,365,1,4.0-2016
1-13,Russia (Soviet Union),Government of Russia (Soviet Union),,BDPS,1015,,1,Lithuania,1948,1,1,3,1946-06-30,4,1946-06-30,4,1,1948-12-31,5,365,,,,365,1,4.0-2016
1-14,Russia (Soviet Union),Government of Russia (Soviet Union),,UPA,1016,,1,Ukraine,1946,2,1,3,1941-12-31,5,1946-12-31,5,0,,,365,,,,365,1,4.0-2016
1-14,Russia (Soviet Union),Government of Russia (Soviet Union),,UPA,1016,,1,Ukraine,1947,2,1,3,1941-12-31,5,1946-12-31,5,0,,,365,,,,365,1,4.0-2016
1-14,Russia (Soviet Union),Government of Russia (Soviet Union),,UPA,1016,,1,Ukraine,1948,2,1,3,1941-12-31,5,1946-12-31,5,0,,,365,,,,365,1,4.0-2016
1-14,Russia (Soviet Union),Government of Russia (Soviet Union),,UPA,1016,,1,Ukraine,1949,1,1,3,1941-12-31,5,1946-12-31,5,0,,,365,,,,365,1,4.0-2016
1-14,Russia (Soviet Union),Government of Russia (Soviet Union),,UPA,1016,,1,Ukraine,1950,1,1,3,1941-12-31,5,1946-12-31,5,1,1950-12-31,5,365,,,,365,1,4.0-2016
1-181,Russia (Soviet Union),Government of Russia (Soviet Union),,Republic of Armenia,1173,,1,Nagorno-Karabakh,1990,1,0,3,1990-01-19,3,1990-08-22,1,0,,,365,,,,365,1,4.0-2016
1-181,Russia (Soviet Union),Government of Russia (Soviet Union),,Republic of Armenia,1173,,1,Nagorno-Karabakh,1991,1,0,3,1990-01-19,3,1990-08-22,1,1,1991-12-21,5,365,,,,365,1,4.0-2016
1-182,Russia (Soviet Union),Government of Russia (Soviet Union),,APF,1174,,1,Azerbaijan,1990,1,0,3,1990-01-20,2,1990-01-23,1,1,1990-01-27,1,365,,,,365,1,4.0-2016
1-204,Russia (Soviet Union),Government of Russia (Soviet Union),,Parliamentary Forces,1194,,2,,1993,1,0,3,1993-09-23,1,1993-10-04,1,1,1993-10-05,1,365,,,,365,1,4.0-2016
1-206,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,1994,1,0,3,1994-05-27,1,1994-11-26,1,0,,,365,,,,365,1,4.0-2016
1-206,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,1995,2,1,3,1994-05-27,1,1994-11-26,1,0,,,365,,,,365,1,4.0-2016
1-206,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,1996,2,1,3,1994-05-27,1,1994-11-26,1,1,1996-11-08,1,365,,,,365,1,4.0-2016
1-206,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,1999,2,1,3,1994-05-27,1,1999-08-11,3,0,,,365,,,,365,1,4.0-2016
1-220,Russia (Soviet Union),Government of Russia (Soviet Union),,Wahhabi movement of the Buinaksk district,1201,,1,Dagestan,1999,1,0,3,1999-08-29,1,1999-09-02,2,1,1999-09-09,2,365,,,,365,1,4.0-2016
1-206,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,2000,2,1,3,1994-05-27,1,1999-08-11,3,0,,,365,,,,365,1,4.0-2016
1-206,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,2001,1,1,3,1994-05-27,1,1999-08-11,3,0,,,365,,,,365,1,4.0-2016
1-206,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,2002,1,1,3,1994-05-27,1,1999-08-11,3,0,,,365,,,,365,1,4.0-2016
1-206,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,2003,1,1,3,1994-05-27,1,1999-08-11,3,0,,,365,,,,365,1,4.0-2016
1-206,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,2004,2,1,3,1994-05-27,1,1999-08-11,3,0,,,365,,,,365,1,4.0-2016
1-206,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,2005,1,1,3,1994-05-27,1,1999-08-11,3,0,,,365,,,,365,1,4.0-2016
1-206,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,2006,1,1,3,1994-05-27,1,1999-08-11,3,0,,,365,,,,365,1,4.0-2016
1-206,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,2007,1,1,3,1994-05-27,1,1999-08-11,3,1,2007-10-06,1,365,,,,365,1,4.0-2016
1-257,Russia (Soviet Union),Government of Russia (Soviet Union),,Forces of the Caucasus Emirate,1210,,1,Caucasus Emirate,2007,1,0,3,2007-10-07,1,2007-11-28,1,0,,,365,,,,365,1,4.0-2016
1-257,Russia (Soviet Union),Government of Russia (Soviet Union),,Forces of the Caucasus Emirate,1210,,1,Caucasus Emirate,2008,1,0,3,2007-10-07,1,2007-11-28,1,0,,,365,,,,365,1,4.0-2016
1-257,Russia (Soviet Union),Government of Russia (Soviet Union),,Forces of the Caucasus Emirate,1210,,1,Caucasus Emirate,2009,1,1,3,2007-10-07,1,2007-11-28,1,0,,,365,,,,365,1,4.0-2016
1-257,Russia (Soviet Union),Government of Russia (Soviet Union),,Forces of the Caucasus Emirate,1210,,1,Caucasus Emirate,2010,1,1,3,2007-10-07,1,2007-11-28,1,0,,,365,,,,365,1,4.0-2016
1-257,Russia (Soviet Union),Government of Russia (Soviet Union),,Forces of the Caucasus Emirate,1210,,1,Caucasus Emirate,2011,1,1,3,2007-10-07,1,2007-11-28,1,0,,,365,,,,365,1,4.0-2016
1-257,Russia (Soviet Union),Government of Russia (Soviet Union),,Forces of the Caucasus Emirate,1210,,1,Caucasus Emirate,2012,1,1,3,2007-10-07,1,2007-11-28,1,0,,,365,,,,365,1,4.0-2016
1-257,Russia (Soviet Union),Government of Russia (Soviet Union),,Forces of the Caucasus Emirate,1210,,1,Caucasus Emirate,2013,1,1,3,2007-10-07,1,2007-11-28,1,0,,,365,,,,365,1,4.0-2016
1-257,Russia (Soviet Union),Government of Russia (Soviet Union),,Forces of the Caucasus Emirate,1210,,1,Caucasus Emirate,2014,1,1,3,2007-10-07,1,2007-11-28,1,0,,,365,,,,365,1,4.0-2016
1-257,Russia (Soviet Union),Government of Russia (Soviet Union),,Forces of the Caucasus Emirate,1210,,1,Caucasus Emirate,2015,1,1,3,2007-10-07,1,2007-11-28,1,0,,,365,,,,365,1,4.0-2016
1-285,Russia (Soviet Union),Government of Russia (Soviet Union),,IS,1076,,1,Islamic State,2015,1,0,3,2015-03-21,1,2015-08-01,2,0,,,365,,,,365,1,4.0-2016
1-179,Rwanda,Government of Rwanda,Government of DR Congo (Zaire) ,FPR,1379,,2,,1990,2,1,4,1990-10-01,1,1990-10-03,1,0,,,517,490,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,,FPR,1379,,2,,1991,1,1,3,1990-10-01,1,1990-10-03,1,0,,,517,,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,,FPR,1379,,2,,1992,1,1,3,1990-10-01,1,1990-10-03,1,0,,,517,,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,,FPR,1379,,2,,1993,1,1,3,1990-10-01,1,1990-10-03,1,0,,,517,,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,,FPR,1379,,2,,1994,2,1,3,1990-10-01,1,1990-10-03,1,1,1994-07-04,1,517,,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,,ALiR,2013,,2,,1996,1,1,3,1990-10-01,1,1996-07-12,1,0,,,517,,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,,ALiR,2013,,2,,1997,1,1,3,1990-10-01,1,1996-07-12,1,0,,,517,,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,,ALiR,2013,,2,,1998,2,1,3,1990-10-01,1,1996-07-12,1,0,,,517,,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,,ALiR,2013,,2,,1999,1,1,3,1990-10-01,1,1996-07-12,1,0,,,517,,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,,ALiR,2013,,2,,2000,1,1,3,1990-10-01,1,1996-07-12,1,0,,,517,,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,,FDLR,1380,,2,,2001,2,1,3,1990-10-01,1,1996-07-12,1,0,,,517,,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,,FDLR,1380,,2,,2002,1,1,3,1990-10-01,1,1996-07-12,1,1,2002-03-01,1,517,,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,Government of DR Congo (Zaire) ,FDLR,1380,,2,,2009,2,1,4,1990-10-01,1,2009-02-16,1,0,,,517,490,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,Government of DR Congo (Zaire) ,FDLR,1380,,2,,2010,1,1,4,1990-10-01,1,2009-02-16,1,0,,,517,490,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,Government of DR Congo (Zaire) ,FDLR,1380,,2,,2011,1,1,4,1990-10-01,1,2009-02-16,1,0,,,517,490,,,517,4,4.0-2016
1-179,Rwanda,Government of Rwanda,Government of DR Congo (Zaire) ,FDLR,1380,,2,,2012,1,1,4,1990-10-01,1,2009-02-16,1,1,2012-12-02,1,517,490,,,517,4,4.0-2016
1-145,Saudi Arabia,Government of Saudi Arabia,,JSM,1155,,2,,1979,1,0,3,1979-11-20,1,1979-11-20,1,1,1979-12-04,1,670,,,,670,2,4.0-2016
1-180,Senegal,Government of Senegal,,MFDC,1381,,1,Casamance,1990,1,0,3,1988-12-31,3,1990-08-31,2,1,1990-12-31,5,433,,,,433,4,4.0-2016
1-180,Senegal,Government of Senegal,,MFDC,1381,,1,Casamance,1992,1,0,3,1988-12-31,3,1992-09-01,1,0,,,433,,,,433,4,4.0-2016
1-180,Senegal,Government of Senegal,,MFDC,1381,,1,Casamance,1993,1,0,3,1988-12-31,3,1992-09-01,1,1,1993-11-16,1,433,,,,433,4,4.0-2016
1-180,Senegal,Government of Senegal,,MFDC,1381,,1,Casamance,1995,1,0,3,1988-12-31,3,1995-04-27,1,1,1995-12-01,5,433,,,,433,4,4.0-2016
1-180,Senegal,Government of Senegal,,MFDC,1381,,1,Casamance,1997,1,0,3,1988-12-31,3,1997-03-18,1,0,,,433,,,,433,4,4.0-2016
1-180,Senegal,Government of Senegal,,MFDC,1381,,1,Casamance,1998,1,1,3,1988-12-31,3,1997-03-18,1,1,1998-11-02,1,433,,,,433,4,4.0-2016
1-180,Senegal,Government of Senegal,,MFDC,1381,,1,Casamance,2000,1,1,3,1988-12-31,3,2000-04-11,1,0,,,433,,,,433,4,4.0-2016
1-180,Senegal,Government of Senegal,,MFDC,1381,,1,Casamance,2001,1,1,3,1988-12-31,3,2000-04-11,1,1,2001-12-07,1,433,,,,433,4,4.0-2016
1-180,Senegal,Government of Senegal,,MFDC,1381,,1,Casamance,2003,1,1,3,1988-12-31,3,2003-01-20,3,1,2003-10-11,1,433,,,,433,4,4.0-2016
1-180,Senegal,Government of Senegal,,MFDC,1381,,1,Casamance,2011,1,1,3,1988-12-31,3,2011-12-20,1,1,2011-12-30,3,433,,,,433,4,4.0-2016
1-189,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,Republic of Slovenia,1179,,1,Slovenia,1991,1,0,3,1991-06-27,1,1991-06-28,1,1,1991-07-03,2,345,,,,345,1,4.0-2016
1-190,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,"Croatian irregulars, Republic of Croatia","1213, 1180",,1,Croatia,1991,2,1,3,1991-07-09,1,1991-07-27,1,0,,,345,,,,345,1,4.0-2016
1-190,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,Republic of Croatia,1180,,1,Croatia,1992,1,1,3,1991-07-09,1,1991-07-27,1,1,1992-04-06,1,345,,,,345,1,4.0-2016
1-218,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,UCK,1200,,1,Kosovo,1998,2,1,3,1996-04-22,1,1998-03-06,2,0,,,345,,,,345,1,4.0-2016
1-218,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,UCK,1200,"Government of Belgium, Government of Canada, Government of Czech Republic, Government of Denmark, Government of France, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Italy, Government of Luxembourg, Government of Netherlands, Government of Norway, Government of Poland, Government of Portugal, Government of Spain, Government of Turkey, Government of United Kingdom, Government of United States of America",1,Kosovo,1999,2,1,4,1996-04-22,1,1998-03-06,2,1,1999-11-21,1,345,,,"211, 20, 316, 390, 220, 260, 350, 310, 395, 325, 212, 210, 385, 290, 235, 230, 640, 200, 2",345,1,4.0-2016
1-187,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,1384,,2,,1991,1,0,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,,451,4,4.0-2016
1-187,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,1384,,2,,1992,1,0,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,,451,4,4.0-2016
1-187,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,1384,,2,,1993,1,1,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,,451,4,4.0-2016
1-187,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,1384,,2,,1994,1,1,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,,451,4,4.0-2016
1-187,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,1384,,2,,1995,2,1,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,,451,4,4.0-2016
1-187,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,1384,,2,,1996,1,1,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,,451,4,4.0-2016
1-187,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria","AFRC, Kamajors, RUF","1385, 1386, 1384","Government of Guinea, Government of Nigeria",2,,1997,1,1,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,"438, 475",451,4,4.0-2016
1-187,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria","AFRC, Kamajors, RUF","1385, 1386, 1384","Government of Guinea, Government of Nigeria",2,,1998,2,1,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,"438, 475",451,4,4.0-2016
1-187,Sierra Leone,Government of Sierra Leone,"Government of Ghana, Government of Guinea, Government of Mali, Government of Nigeria","AFRC, RUF","1385, 1384",,2,,1999,2,1,4,1991-03-23,1,1991-04-01,1,0,,,451,"452, 438, 432, 475",,,451,4,4.0-2016
1-187,Sierra Leone,Government of Sierra Leone,Government of United Kingdom,"RUF, WSB","1384, 1387",,2,,2000,1,1,4,1991-03-23,1,1991-04-01,1,0,,,451,200,,,451,4,4.0-2016
1-187,Sierra Leone,Government of Sierra Leone,,RUF,1384,,2,,2001,1,1,3,1991-03-23,1,1991-04-01,1,1,2001-12-20,2,451,,,,451,4,4.0-2016
1-141,Somalia,Government of Somalia,,SSDF,1349,,2,,1982,1,0,3,1982-01-18,1,1982-12-31,5,0,,,520,,,,520,4,4.0-2016
1-141,Somalia,Government of Somalia,,"SNM, SSDF","1350, 1349",,2,,1983,1,0,3,1982-01-18,1,1982-12-31,5,0,,,520,,,,520,4,4.0-2016
1-141,Somalia,Government of Somalia,,"SNM, SSDF","1350, 1349",,2,,1984,1,0,3,1982-01-18,1,1982-12-31,5,1,1984-12-31,5,520,,,,520,4,4.0-2016
1-141,Somalia,Government of Somalia,,SNM,1350,,2,,1986,1,0,3,1982-01-18,1,1986-03-03,2,0,,,520,,,,520,4,4.0-2016
1-141,Somalia,Government of Somalia,,SNM,1350,,2,,1987,1,0,3,1982-01-18,1,1986-03-03,2,0,,,520,,,,520,4,4.0-2016
1-141,Somalia,Government of Somalia,,SNM,1350,,2,,1988,2,1,3,1982-01-18,1,1986-03-03,2,0,,,520,,,,520,4,4.0-2016
1-141,Somalia,Government of Somalia,,"SNM, SPM","1350, 1351",,2,,1989,1,1,3,1982-01-18,1,1986-03-03,2,0,,,520,,,,520,4,4.0-2016
1-141,Somalia,Government of Somalia,,"SNM, SPM, USC/SSA","1350, 1351, 1352",,2,,1990,2,1,3,1982-01-18,1,1986-03-03,2,0,,,520,,,,520,4,4.0-2016
1-141,Somalia,Government of Somalia,,"SNM, SPM, USC/SNA, USC/SSA","1350, 1351, 1353, 1352",,2,,1991,2,1,3,1982-01-18,1,1986-03-03,2,0,,,520,,,,520,4,4.0-2016
