ConflictId,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,Year,IntensityLevel,CumulativeIntensity,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version
1-137,Afghanistan,Government of Afghanistan,,PDPA,1133,,2,,1978,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,,Jam'iyyat-i Islami-yi Afghanistan,1134,,2,,1979,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1141, 1136, 1137, 1134, 1138",,2,,1980,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1141, 1136, 1139, 1137, 1134, 1138",,2,,1981,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1141, 1136, 1139, 1137, 1134, 1138",,2,,1982,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1141, 1136, 1139, 1137, 1134, 1138",,2,,1983,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Harakat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1140, 1141, 1136, 1139, 1137, 1134, 1138",,2,,1984,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1141, 1136, 1139, 1137, 1134, 1138",,2,,1985,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1141, 1136, 1139, 1137, 1134, 1138",,2,,1986,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1141, 1136, 1139, 1137, 1134, 1138",,2,,1987,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1141, 1136, 1139, 1137, 1134, 1138",,2,,1988,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1141, 1136, 1142, 1134, 1138",,2,,1989,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Military faction (forces of Shahnawaz Tanay)","1141, 1136, 1142, 1134, 1143",,2,,1990,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan","1141, 1136, 1142, 1134",,2,,1991,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan","1141, 1142, 1134",,2,,1992,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami","1141, 1142, 1144",,2,,1993,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami","1141, 1142, 1144",,2,,1994,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami, Taleban","1141, 1142, 1144, 1146",,2,,1995,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,,"Jam'iyyat-i Islami-yi Afghanistan, Taleban, UIFSA","1134, 1146, 1147",,2,,1996,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,,UIFSA,1147,,2,,1997,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,,UIFSA,1147,,2,,1998,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,,UIFSA,1147,,2,,1999,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,,UIFSA,1147,,2,,2000,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,,UIFSA,1147,Government of Iran,2,,2001,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,,,630,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,,Hizb-i Islami-yi Afghanistan,1141,,2,,2002,1,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,"Government of Australia, Government of Denmark, Government of France, Government of Germany, Government of Italy, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Poland, Government of Rumania, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","1141, 1146",,2,,2003,1,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"900, 390, 220, 260, 325, 210, 920, 385, 290, 360, 200, 2",,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,"Government of Belgium, Government of Canada, Government of Czech Republic, Government of France, Government of Germany, Government of Italy, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of Spain, Government of United Kingdom, Government of United States of America",Taleban,1146,,2,,2004,1,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"211, 20, 316, 220, 260, 325, 770, 290, 235, 360, 317, 230, 200, 2",,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,"Government of Australia, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Germany, Government of Italy, Government of Netherlands, Government of Norway, Government of Pakistan, Government of Poland, Government of Rumania, Government of Slovakia, Government of Spain, Government of United Kingdom, Government of United States of America",Taleban,1146,,2,,2005,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"900, 211, 20, 390, 220, 260, 325, 210, 385, 770, 290, 360, 317, 230, 200, 2",,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Switzerland, Government of Turkey, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","1141, 1146",,2,,2006,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"339, 900, 305, 373, 211, 355, 20, 344, 316, 390, 366, 375, 220, 260, 350, 310, 395, 205, 325, 367, 368, 212, 343, 210, 920, 385, 770, 290, 235, 360, 317, 349, 230, 380, 225, 640, 200, 2",,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Jordan, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Switzerland, Government of Turkey, Government of United Kingdom, Government of United States of America",Taleban,1146,,2,,2007,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"339, 900, 305, 373, 211, 355, 20, 344, 316, 390, 366, 375, 220, 260, 350, 310, 395, 205, 325, 663, 367, 368, 212, 343, 210, 920, 385, 770, 290, 235, 360, 317, 349, 230, 380, 225, 640, 200, 2",,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Turkey, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","1141, 1146",,2,,2008,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"339, 900, 305, 373, 211, 355, 20, 344, 316, 390, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 367, 368, 212, 210, 920, 385, 770, 290, 235, 360, 317, 349, 230, 380, 640, 200, 2",,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Australia, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","1141, 1146",,2,,2009,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"339, 900, 373, 211, 346, 355, 20, 344, 316, 390, 366, 375, 220, 372, 260, 350, 310, 395, 325, 367, 368, 212, 343, 210, 920, 385, 770, 290, 235, 360, 830, 317, 349, 230, 380, 640, 369, 696, 200, 2",,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Jordan, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","1141, 1146",,2,,2010,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"339, 371, 900, 305, 373, 211, 346, 355, 20, 344, 316, 390, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 663, 367, 368, 212, 343, 820, 712, 341, 210, 920, 385, 770, 290, 235, 360, 830, 317, 349, 732, 230, 380, 640, 369, 696, 200, 2",,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Tonga, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","1141, 1146",,2,,2011,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"339, 371, 900, 305, 373, 211, 346, 355, 20, 344, 316, 390, 92, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 367, 368, 212, 343, 820, 712, 341, 210, 920, 385, 770, 290, 235, 360, 830, 317, 349, 732, 230, 380, 972, 640, 369, 696, 200, 2",,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Bahrain, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Tonga, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",Taleban,1146,,2,,2012,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"339, 371, 900, 305, 373, 692, 211, 346, 355, 20, 344, 316, 390, 92, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 367, 368, 212, 343, 820, 712, 341, 210, 920, 385, 770, 290, 235, 360, 830, 317, 349, 732, 230, 380, 972, 640, 369, 696, 200, 2",,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Tonga, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","1141, 1146",,2,,2013,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"339, 371, 900, 305, 373, 211, 346, 355, 20, 344, 316, 390, 92, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 367, 368, 212, 343, 820, 712, 341, 210, 920, 385, 770, 290, 235, 360, 830, 317, 349, 732, 230, 380, 972, 640, 369, 696, 200, 2",,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Jordan, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Tonga, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",Taleban,1146,,2,,2014,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"339, 371, 900, 305, 373, 211, 346, 355, 20, 344, 316, 390, 92, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 663, 367, 368, 212, 343, 820, 712, 341, 210, 920, 385, 770, 290, 235, 360, 317, 349, 732, 230, 380, 972, 640, 369, 696, 200, 2",,,700,3,4.0-2016
1-137,Afghanistan,Government of Afghanistan,"Government of Pakistan, Government of United States of America",Taleban,1146,,2,,2015,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"770, 2",,,700,3,4.0-2016
1-288,Afghanistan,Government of Afghanistan,"Government of Pakistan, Government of United States of America",IS,1076,,1,Islamic State,2015,1,0,4,2015-02-09,1,2015-03-03,1,0,,,700,"770, 2",,,700,3,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Australia, Government of Canada, Government of France, Government of Germany, Government of Italy, Government of Poland, Government of Turkey, Government of United Kingdom",al-Qaida ,1630,,2,,2001,2,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"900, 20, 220, 260, 325, 290, 640, 200",,,2,5,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Afghanistan, Government of Australia, Government of Canada, Government of Denmark, Government of France, Government of Germany, Government of Greece, Government of Italy, Government of Japan, Government of Jordan, Government of Lithuania, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Rumania, Government of Spain, Government of Turkey, Government of United Kingdom",al-Qaida ,1630,,2,,2002,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 900, 20, 390, 220, 260, 350, 325, 740, 663, 368, 210, 920, 385, 770, 290, 360, 230, 640, 200",,,2,5,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Afghanistan, Government of Canada, Government of Denmark, Government of France, Government of Italy, Government of Lithuania, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Rumania, Government of Slovakia, Government of Spain, Government of United Kingdom",al-Qaida ,1630,,2,,2003,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 20, 390, 220, 325, 368, 210, 920, 385, 770, 290, 360, 317, 230, 200",,,2,5,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Afghanistan, Government of Belgium, Government of Canada, Government of Czech Republic, Government of France, Government of Germany, Government of Italy, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Saudi Arabia, Government of Slovakia, Government of Spain, Government of United Kingdom",al-Qaida ,1630,,2,,2004,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 211, 20, 316, 220, 260, 325, 770, 290, 235, 360, 670, 317, 230, 200",,,2,5,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Belgium, Government of Canada, Government of Croatia, Government of Denmark, Government of Estonia, Government of France, Government of Italy, Government of Kuwait, Government of Netherlands, Government of Norway, Government of Pakistan, Government of Poland, Government of Rumania, Government of Saudi Arabia, Government of Slovakia, Government of Spain, Government of United Kingdom",al-Qaida ,1630,,2,,2005,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"211, 20, 344, 390, 366, 220, 325, 690, 210, 385, 770, 290, 360, 670, 317, 230, 200",,,2,5,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Afghanistan, Government of Pakistan, Government of Saudi Arabia, Government of United Kingdom",al-Qaida ,1630,,2,,2006,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 770, 670, 200",,,2,5,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Afghanistan, Government of Pakistan, Government of Saudi Arabia, Government of United Kingdom",al-Qaida ,1630,,2,,2007,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 770, 670, 200",,,2,5,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Afghanistan, Government of Czech Republic, Government of Pakistan, Government of Rumania",al-Qaida ,1630,,2,,2008,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 316, 770, 360",,,2,5,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Afghanistan, Government of Canada, Government of Czech Republic, Government of France, Government of Jordan, Government of Netherlands, Government of Pakistan, Government of Rumania",al-Qaida ,1630,,2,,2009,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 20, 316, 220, 663, 210, 770, 360",,,2,5,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Afghanistan, Government of Canada, Government of France, Government of Jordan, Government of Netherlands, Government of Pakistan, Government of Rumania",al-Qaida ,1630,,2,,2010,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 20, 220, 663, 210, 770, 360",,,2,5,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Afghanistan, Government of France, Government of Jordan, Government of Pakistan",al-Qaida ,1630,,2,,2011,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 220, 663, 770",,,2,5,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Afghanistan, Government of France, Government of Jordan, Government of Pakistan",al-Qaida ,1630,,2,,2012,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 220, 663, 770",,,2,5,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Afghanistan, Government of Jordan, Government of Pakistan",al-Qaida ,1630,,2,,2013,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 663, 770",,,2,5,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Afghanistan, Government of Pakistan",al-Qaida ,1630,,2,,2014,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 770",,,2,5,4.0-2016
1-224,United States of America,Government of United States of America,"Government of Afghanistan, Government of Pakistan",al-Qaida ,1630,,2,,2015,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 770",,,2,5,4.0-2016
1-299,"Afghanistan, United Kingdom, United States of America",Government of Afghanistan,,"Government of United States of America, Government of United Kingdom ","2, 200",,2,,2001,2,1,2,2001-10-07,1,2001-10-07,1,1,2001-11-13,2,700,,"2, 200",,"2, 200, 700","1, 3, 5",4.0-2016
1-256,"Afghanistan, Russia (Soviet Union)",Government of Afghanistan,,Government of Russia (Soviet Union),365,,2,,1979,1,0,2,1979-12-27,1,1979-12-27,1,1,1979-12-28,1,700,,365,,"365, 700","1, 3",4.0-2016
1-16,"Albania, United Kingdom",Government of Albania,,Government of United Kingdom,200,,1,Korfu Channel,1946,1,0,2,1946-10-22,1,1946-10-22,1,1,1946-12-31,5,339,,200,,"200, 339",1,4.0-2016
1-49,Algeria,Government of France,,FLN ,1248,,1,Algeria,1954,1,0,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2016
